0
,psnr[25.955051415685244, 23.922659851440727, 22.440684731834267, 21.82501798719174, 21.180542289760723, 20.70113103092958, 20.29913020744014, 19.80191336981811, 19.604104578540845, 19.045504926076855]
,HSS35[0.2134428729847679, 0.173984541606096, 0.11068655276572881, 0.046580604217886505, 0.0038057155026605745, 0.02057102172364109, 0.004439267808050673, 0.001665744343149865, 0.0005040778436189598, -0.0007210988415925437]
HSS45[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.4833829154271143, 0.4284276223072277, 0.343152897225357, 0.28619541653762776, 0.25892138449154817, 0.21959565764631847, 0.19560082097355072, 0.19444029293080256, 0.18782641367649822, 0.17337577232727955]
,CSI35[0.12092391304347826, 0.09689629068887207, 0.05998681608437706, 0.025849688846337957, 0.00370713623725672, 0.011446886446886446, 0.0026990553306342783, 0.001287001287001287, 0.0009178522257916477, 0.0004262574595055414]
,CSI45[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[687.6752319335938, 880.5568237304688, 1055.0753173828125, 1229.410400390625, 1349.6328125, 1406.10009765625, 1472.3052978515625, 1529.6878662109375, 1548.59130859375, 1577.062744140625]
,lpips[31.85572624206543, 38.53582143783569, 39.54333961009979, 41.2139892578125, 43.012505769729614, 44.669556617736816, 47.00520038604736, 47.46444821357727, 49.48478043079376, 51.0364294052124]
,ssim[0.6712437933125381, 0.5799860463553258, 0.5079807920184104, 0.45270151985101875, 0.4081013619484091, 0.39743546961922716, 0.38348569339981053, 0.37100116912971237, 0.36989586477181746, 0.3693970744967833]
2
,psnr[23.118388434207088, 20.919578535744858, 19.738269904075114, 18.59405562829088, 17.72644873709663, 17.312121894636427, 17.00070988398252, 16.7498983759497, 16.40841615902842, 16.11963414914008]
,mse[80.13925170898438, 132.66647338867188, 174.33413696289062, 227.40716552734375, 279.33966064453125, 308.98358154296875, 333.3289489746094, 354.14263916015625, 385.07513427734375, 411.9418640136719]
,mae,HSS20[0.6563960522593364, 0.5439821418005822, 0.5055503891310997, 0.4633166702845283, 0.4077384375528968, 0.3758343583336258, 0.3591606836041419, 0.3576202396947035, 0.3371078168317396, 0.31344601723260196]
,HSS35[0.4975871130270985, 0.3849981374547704, 0.3273196117170738, 0.28761882827308766, 0.21690940777558604, 0.21318590606378796, 0.17726047807597134, 0.16022267337007592, 0.13642550144801793, 0.12459912216112914]
HSS45[0.37086444068497704, 0.13101238935728599, 0.011947139324464708, 0.002915190241876205, 0.005498813674449555, 0.0027718197709598177, 0.002481372437593198, -0.00019427601708964758, -0.00034054409042966026, 0.0]
,CSI20[0.6115345005149332, 0.5180286629059307, 0.4866935862522302, 0.4593827980539648, 0.4194562313374194, 0.39861144361982287, 0.3888907608329402, 0.39265508848102104, 0.38415816407615777, 0.3690681554433397]
,CSI35[0.35428305400372434, 0.2626416370708608, 0.21946205242419053, 0.19113902563232046, 0.14406564588444293, 0.14249727097153417, 0.12218941630706337, 0.11106762680025048, 0.09580792094495484, 0.08922785110250532]
,CSI45[0.228515625, 0.07079646017699115, 0.006220839813374805, 0.0016286644951140068, 0.0029895366218236174, 0.0014556040756914122, 0.0013175230566534917, 0.0, 0.0, 0.0]
[754.2117919921875, 993.0433959960938, 1181.317138671875, 1384.575927734375, 1556.4810791015625, 1647.6036376953125, 1735.021484375, 1810.854248046875, 1901.5623779296875, 1974.27294921875]
,lpips[31.078940629959106, 36.322107911109924, 38.05449604988098, 38.65097165107727, 41.68402850627899, 43.460896611213684, 43.64144504070282, 45.70196270942688, 47.52117693424225, 49.166351556777954]
,ssim[0.6896364553042494, 0.5933833820433604, 0.5270985098110872, 0.464743450894656, 0.41637919453509936, 0.3994554478102208, 0.3779078060649642, 0.36949406682161934, 0.3594115799903639, 0.3470428579180817]
3
,psnr[22.50322229843025, 20.211110553171437, 18.63732213878889, 17.534642405737706, 16.89432359951776, 16.300717396840877, 15.740173014582032, 15.371995519059539, 15.017738946618705, 14.734335539353488]
,mse[92.83418273925781, 157.62913513183594, 227.02389526367188, 291.8241882324219, 337.8541259765625, 385.82135009765625, 440.0396423339844, 479.03814697265625, 520.151611328125, 558.0714721679688]
,mae,HSS20[0.6185222882641618, 0.5276959936086066, 0.44733959696055864, 0.37621215711206246, 0.32624186296280394, 0.2916220022721549, 0.2327376810059692, 0.19073341225896392, 0.16114581572289513, 0.14010579028648307]
,HSS35[0.4498794053706364, 0.39580215442282973, 0.2964843440249298, 0.21266738174804709, 0.1568017276582241, 0.12464230742465077, 0.10098045706529327, 0.06035014435240398, 0.04182844218409398, 0.03968641817660317]
HSS45[0.21417487611994884, 0.13211082505343016, 0.01365430724462549, 0.011173403270789877, 0.014018660450563988, 0.025797601663790436, 0.03667219578690861, 0.010859303225353913, 0.013306942668797657, -0.00041931831020413084]
,CSI20[0.5752951044373069, 0.49839108425224665, 0.4381433651506645, 0.39205551228492524, 0.36272245618801785, 0.3439988131150784, 0.31082025541648134, 0.2845602564908531, 0.26660739631587976, 0.25601083643752115]
,CSI35[0.3070279223852342, 0.2651225545311446, 0.19019794896255668, 0.1336171219108431, 0.0989391143911439, 0.08024198150896017, 0.06833787465940054, 0.04633873103167329, 0.03559602649006622, 0.033404566415476324]
,CSI45[0.12050739957716704, 0.07142857142857141, 0.007220216606498194, 0.006224066390041493, 0.0078125, 0.013761467889908258, 0.01927710843373494, 0.005747126436781609, 0.006993006993006993, 0.0]
[835.0016479492188, 1131.90673828125, 1394.768798828125, 1604.0413818359375, 1754.6439208984375, 1890.28759765625, 2026.113525390625, 2122.123291015625, 2235.15771484375, 2329.547119140625]
,lpips[31.066566705703735, 36.534953117370605, 37.98229098320007, 39.0664279460907, 39.19978737831116, 42.72947013378143, 45.41968107223511, 48.133277893066406, 49.6658980846405, 50.65051317214966]
,ssim[0.6733628374889652, 0.5602326506858225, 0.475757674161571, 0.41199346439391593, 0.3774797129779419, 0.3508433226267995, 0.32644273819533465, 0.3169032144495804, 0.30562982756446905, 0.3001957659150301]
4
,psnr[23.697991426360254, 21.30066452139337, 19.82585346422699, 18.877493902065034, 18.227575096986467, 17.787888461282584, 17.18236295174698, 16.8958635223621, 16.5086901995566, 16.352155703326904]
,mse[70.87933349609375, 123.01239776611328, 174.11264038085938, 217.03236389160156, 252.71807861328125, 279.3206481933594, 321.7184143066406, 344.77960205078125, 377.5028991699219, 394.38555908203125]
,mae,HSS20[0.5103702246612459, 0.42167992920335273, 0.367823599157026, 0.30258705959440396, 0.2606637694732505, 0.21426153329361267, 0.1810355081077399, 0.17035044438529837, 0.1474388225546465, 0.1505331420203804]
,HSS35[0.4149152595666732, 0.3974197557679643, 0.34352596868130053, 0.26256272693792365, 0.23428148621364203, 0.20872609276629214, 0.16686412450998603, 0.1462923457674655, 0.11467986196964297, 0.08792889899250386]
HSS45[0.14315234427984677, 0.0602046468432149, 0.0011101509955595051, 0.0015709189176659013, -0.00016595297359619902, -0.00021111143229453913, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.6095145748742502, 0.5558229741097299, 0.532089233054949, 0.5005449828875373, 0.485780405728177, 0.4582239398458339, 0.4418686774267257, 0.4387556306886706, 0.4290745031591626, 0.4363830111128025]
,CSI35[0.3185862236741503, 0.31173213642171477, 0.26751127620058374, 0.20746109295628828, 0.1875602219490315, 0.17221609026244789, 0.14407033072184675, 0.12723872965787245, 0.10777661054484541, 0.08990994193624836]
,CSI45[0.0777988614800759, 0.03161397670549085, 0.0008920606601248886, 0.0009794319294809011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[766.4212646484375, 1021.0797119140625, 1227.5535888671875, 1402.7958984375, 1525.4189453125, 1616.7510986328125, 1749.460693359375, 1820.090576171875, 1913.163330078125, 1957.178466796875]
,lpips[37.17836141586304, 42.73533821105957, 43.974924087524414, 46.186310052871704, 47.97295331954956, 48.16684126853943, 50.57133436203003, 51.9226610660553, 54.090416431427, 54.36689257621765]
,ssim[0.7236306581607794, 0.6351878456865293, 0.58065485167187, 0.5471323470606921, 0.5223916187371677, 0.517072197370464, 0.4919798515670811, 0.48386630396238384, 0.47778176687435253, 0.4743768079123408]
5
,psnr[23.68231346210168, 21.429243901308805, 19.796534407920063, 18.769570042337644, 17.987811379432955, 17.391896336036915, 16.912758027881445, 16.52079234807294, 16.192475645963675, 15.996396970209064]
,mse[70.56829833984375, 119.20355224609375, 174.59451293945312, 221.18455505371094, 264.63348388671875, 304.3922424316406, 339.8157958984375, 371.6587829589844, 400.74017333984375, 419.1200866699219]
,mae,HSS20[0.4643606325837234, 0.426160144115144, 0.3284676978095886, 0.24512166982776423, 0.1852312473382826, 0.1408544726175797, 0.10347070173307607, 0.08985475362491559, 0.08356477098968364, 0.09372155273330908]
,HSS35[0.3985384817709167, 0.4739115668361223, 0.40362926864377335, 0.342540623149039, 0.3087617086116039, 0.2719219256444965, 0.2046658695058445, 0.16743545090611292, 0.15308428241030345, 0.12313990739013238]
HSS45[0.1504687832919173, 0.16737961804798213, 0.10935173722962807, 0.023159509603525, 0.04230748883850755, 0.02406928416226747, 0.0027227035675291026, 0.0022693412178620715, -1.5251713824559e-05, 0.0]
,CSI20[0.5939024531559615, 0.5602493479760944, 0.5079608391608391, 0.451598958044671, 0.41484347597334276, 0.3899131792020291, 0.36964362387290683, 0.35963894261766605, 0.3505743389683572, 0.35750037919005]
,CSI35[0.30525507966671533, 0.3791132663664704, 0.3181702668360864, 0.2687786119758286, 0.24484692601721858, 0.2176375112714157, 0.16728037874802731, 0.13881417378084435, 0.1268537811006251, 0.10348945203661933]
,CSI45[0.08282740676496098, 0.0934656741108354, 0.05925925925925925, 0.01207983193277311, 0.022503516174402247, 0.013053613053613052, 0.0018587360594795534, 0.0013617793917385381, 0.0, 0.0]
[788.93408203125, 1043.3026123046875, 1277.3040771484375, 1451.8944091796875, 1604.4649658203125, 1743.0247802734375, 1858.7357177734375, 1968.102783203125, 2053.897705078125, 2118.4296875]
,lpips[41.05250835418701, 46.434617042541504, 49.69414472579956, 51.27841234207153, 53.08762788772583, 54.716432094573975, 56.32849931716919, 57.36410617828369, 59.278202056884766, 61.781179904937744]
,ssim[0.712032326487652, 0.6242283302268783, 0.5565194024287351, 0.5202451390038786, 0.4938179648240885, 0.47267003102991867, 0.4637836238384899, 0.44775290783041144, 0.4369568971712166, 0.42415101086734236]
